Matematica;Comunicacion;Ingles;DesarrolloPersonal;Historia;ArteyCultura;Quimica;Biologia;Fisica;EmprendimientoI;EmprendimientoII;KuderA;KuderB;KuderC;KuderD;KuderE;KuderF;KuderG;KuderH;KuderI;KuderJ;CapsE1MR;CapsE2SR;CapsE3VR;CapsE4NA;CapsE5LU;CapsE6WK;CapsE7PSA;Career
13;18;20;18;20;20;20;20;10;20;16;11;20;30;21;13;18;13;11;13;14;0;4;9;7;0;6;3;IngenieriadeSistemas
16;15;19;14;20;14;20;20;10;18;20;7;30;9;6;11;25;11;19;21;6;6;7;6;9;0;7;0;FarmaciayBioquimica
10;17;9;18;16;14;16;16;15;20;16;22;15;30;27;21;8;22;21;18;30;6;0;0;0;2;0;1;CienciaPoliticayGobierno
6;7;11;10;8;6;0;20;5;10;10;29;17;15;24;24;25;24;7;26;10;3;1;7;7;9;9;0;Teologia
16;19;20;16;18;18;12;20;20;20;16;14;18;27;6;22;28;29;23;17;10;0;0;2;0;0;9;5;Teologia
14;18;20;20;20;20;16;20;15;20;20;14;27;27;16;11;18;28;12;16;14;5;7;9;0;4;2;0;IngenieriaIndustrial
15;17;20;20;20;10;20;20;15;20;20;19;9;6;15;12;10;29;25;17;19;2;4;6;9;3;4;5;ObstetriciayPuericultura
9;18;10;18;18;20;20;20;7.5;20;18;12;15;22;12;30;6;29;28;8;24;6;7;9;0;6;6;0;IngenieriadeSistemas
2;16;11;14;20;6;8;20;15;18;18;6;11;15;10;11;23;19;26;9;23;4;0;2;5;7;5;8;CienciaPoliticayGobierno
0;16;19;18;20;12;12;16;17.5;16;20;9;15;26;8;11;13;22;12;29;28;4;0;9;6;0;6;0;IngenieriadeIndustriaAlimentaria
7;18;10;18;20;16;12;16;12.5;20;20;17;20;11;25;21;22;17;17;27;15;0;4;9;4;6;6;3;IngenieriaIndustrial
13;16;20;16;18;8;4;12;2.5;16;10;6;8;8;26;27;18;8;16;14;27;2;0;5;0;9;3;0;TrabajoSocial
16;17;19;20;20;16;4;20;17.5;18;20;23;14;8;9;20;21;26;30;13;19;2;0;9;9;3;4;0;IngenieriadeMinas
6;8;18;18;20;16;4;20;7.5;18;18;9;14;25;28;22;13;12;15;17;20;3;0;0;9;0;6;0;ObstetriciayPuericultura
10;18;20;18;20;18;16;20;10;20;18;22;23;22;19;30;10;18;27;14;14;6;3;0;4;0;9;0;Derecho
13;18;10;18;20;20;12;20;0;20;16;13;26;19;19;7;9;14;7;7;13;4;0;9;0;6;9;0;Arquitectura
16;18;20;18;20;20;16;0;15;16;20;15;15;19;24;17;12;12;15;10;14;0;6;9;0;1;4;0;IngenieriaCivil
10;16;20;18;20;18;20;16;10;16;16;20;22;30;30;19;9;20;14;14;10;4;5;9;9;6;9;0;IngenieriaAgronomicayAgricola
13;8;13;16;14;16;16;0;5;18;10;16;8;28;15;24;10;11;15;14;29;1;0;0;0;2;9;2;Derecho
16;17;14;20;20;16;20;20;20;20;20;19;30;19;10;16;7;6;17;11;11;6;0;2;8;8;3;0;EducacionPrimaria
15;9;20;18;20;18;20;0;12.5;20;20;6;28;12;8;15;20;20;8;18;21;1;1;0;5;9;0;0;EducacionInicial
16;15;16;18;18;8;12;16;15;16;14;26;15;24;7;16;28;18;13;16;28;6;7;5;9;0;0;0;MedicinaHumana
13;18;10;16;14;18;8;20;12.5;20;20;18;29;8;13;22;19;26;8;15;20;6;5;4;4;0;7;6;Derecho
11;17;10;20;18;18;20;20;20;20;20;23;11;24;18;27;24;14;17;27;23;6;3;1;0;1;4;1;IngenieriaComercial
14;17;17;14;20;10;20;20;17.5;20;20;25;30;27;8;17;25;18;9;7;6;3;6;4;0;0;9;0;IngenieriaMecanica
20;17;20;18;20;20;20;20;17.5;20;18;14;14;18;10;11;16;10;13;26;24;3;2;6;0;3;6;3;AdministraciondeEmpresas
15;17;20;20;20;6;16;16;15;20;16;14;15;23;7;7;18;19;6;17;22;6;3;9;7;0;0;6;IngenieriaMecatronica
13;9;19;16;20;18;12;20;20;16;20;20;15;12;27;16;13;10;26;19;14;2;5;8;4;0;0;0;Arquitectura
8;16;14;18;20;20;16;20;7.5;18;2;27;22;26;14;11;23;16;29;18;11;6;3;4;0;7;3;4;CienciaPoliticayGobierno
10;18;6;20;16;16;16;12;2.5;20;14;22;19;17;30;22;22;15;29;27;30;0;6;0;0;0;3;0;TecnologiaMedica
12;17;20;20;20;20;16;20;15;20;20;17;8;18;21;10;30;14;17;8;7;5;4;9;2;0;0;0;IngenieriadeIndustriaAlimentaria
15;16;20;12;20;14;16;12;12.5;16;16;23;30;17;30;25;9;13;16;7;24;1;4;0;9;7;2;9;MedicinaHumana
18;17;10;18;18;14;16;16;20;20;20;26;22;8;27;24;21;14;23;14;17;0;0;9;5;1;9;1;IngenieriaElectronica
12;18;10;20;20;10;8;16;10;16;18;19;24;11;12;11;30;24;9;27;19;0;4;6;2;0;0;0;Contabilidad
15;14;19;20;18;18;12;12;10;20;20;21;20;25;22;12;20;10;28;20;16;6;5;9;0;3;0;1;IngenieriadeIndustriaAlimentaria
11;18;11;20;20;20;8;20;7.5;18;18;17;9;6;22;29;15;16;19;8;14;3;6;0;9;3;4;6;Enfermeria
16;17;20;16;20;20;20;20;10;20;20;12;9;19;21;27;29;9;30;6;7;5;5;2;9;6;5;5;TecnologiaMedica
9;15;20;20;20;14;8;20;5;18;20;12;7;8;6;26;16;12;24;13;11;1;4;9;5;6;0;0;IngenieriaMecanicaElectrica
15;17;19;20;20;16;20;16;10;20;18;23;15;30;24;22;22;22;21;30;17;2;6;9;9;7;0;5;IngenieriadeIndustriaAlimentaria
13;16;10;18;20;20;12;20;15;18;20;23;10;30;14;20;29;6;27;13;10;6;7;0;2;5;9;7;AdministraciondeEmpresas
15;17;20;20;20;18;20;20;20;20;20;7;9;22;6;24;28;22;11;26;16;2;0;5;9;4;0;0;ObstetriciayPuericultura
13;17;18;18;20;16;16;20;10;20;18;29;13;28;29;27;23;17;15;20;13;4;4;2;8;0;0;1;MedicinaHumana
7;17;20;20;18;16;12;0;15;18;18;17;22;11;13;29;23;25;16;26;8;1;2;0;5;5;9;0;EducacionPrimaria
15;16;20;20;20;20;20;20;7.5;20;20;28;8;17;27;19;11;19;23;11;23;4;0;6;9;0;1;0;Enfermeria
8;17;10;14;20;8;12.5;20;17.5;0;10;21;11;19;27;20;18;18;27;30;20;6;2;0;5;3;0;0;AdministraciondeEmpresas
13;17;18;14;18;8;8;12;15;16;18;14;8;19;24;8;10;20;17;17;13;0;6;9;0;2;3;0;IngenieriaIndustrial
9;19;10;20;20;20;16;20;7.5;20;18;8;17;15;30;8;20;17;13;6;29;5;6;1;0;0;1;7;IngenieriaComercial
13;15;18;20;20;2;20;16;7.5;18;18;26;20;27;18;6;26;14;15;26;10;6;0;6;5;0;6;4;IngenieriaComercial
12;18;20;18;20;20;8;20;12.5;20;20;29;9;26;19;7;21;13;20;24;20;0;5;9;0;1;9;3;MedicinaVeterinariayZootecnia
10;16;20;20;20;4;12;20;5;20;16;22;11;13;17;30;8;25;22;9;15;2;6;9;5;4;8;0;IngenieriaElectronica
10;19;20;16;20;16;20;20;15;18;18;26;27;19;28;19;24;17;21;23;30;5;3;0;8;4;2;9;ObstetriciayPuericultura
18;16;19;16;20;20;20;20;5;20;20;23;23;28;11;8;25;22;11;10;28;3;3;0;9;1;9;0;MedicinaHumana
19;18;20;16;20;8;16;16;12.5;18;20;9;14;27;15;18;23;10;22;9;8;0;5;0;8;4;9;4;IngenieriaBiotecnologica
13;15;9;16;20;10;4;16;15;18;14;15;6;12;20;14;23;21;17;28;30;6;6;5;7;9;5;2;EducacionPrimaria
16;18;20;18;20;18;16;20;20;20;20;9;29;18;26;12;21;18;19;20;8;2;6;9;0;6;7;0;IngenieriaMecanicaElectrica
15;18;19;16;18;20;20;16;12.5;18;18;13;20;16;14;9;7;12;19;30;8;1;4;1;3;0;3;3;Derecho
15;17;17;12;20;8;20;20;7.5;18;18;7;24;23;9;20;27;23;18;17;26;0;1;0;4;4;1;7;AdministraciondeEmpresas
9;16;20;18;20;20;20;20;20;18;16;15;21;14;29;29;9;10;25;20;28;2;0;9;9;1;0;5;IngenieriaElectronica
17;18;18;18;20;18;20;20;12.5;20;18;17;10;13;19;14;26;28;25;28;23;6;7;9;5;4;3;6;IngenieriaIndustrial
18;17;20;20;16;20;16;20;10;20;20;25;20;28;20;30;14;8;25;10;10;6;0;0;9;0;0;0;MedicinaHumana
13;17;20;20;20;16;16;20;12.5;20;20;25;9;23;11;21;10;12;19;6;10;6;7;5;4;4;9;6;AdministraciondeEmpresas
7;17;19;18;20;16;20;0;17.5;16;16;14;9;29;22;25;10;29;14;19;8;5;2;9;9;0;5;1;IngenieriaElectronica
8;17;10;14;20;16;16;20;15;18;20;11;14;8;30;15;30;21;16;21;26;0;6;9;9;9;0;0;IngenieriadeIndustriaAlimentaria
10;16;20;12;20;16;12;20;12.5;16;20;23;18;26;13;7;27;22;26;9;15;6;3;3;7;6;3;0;Derecho
9;15;18;18;20;14;20;20;15;16;20;27;13;9;30;20;22;25;21;16;6;3;7;9;1;6;2;0;IngenieriadeMinas
18;17;20;20;18;14;16;20;15;20;20;18;30;12;24;12;7;23;7;22;25;2;1;5;7;0;0;0;Derecho
15;16;15;16;20;18;16;20;5;20;18;14;28;25;26;20;24;29;22;27;6;6;4;6;0;9;0;0;EducacionSecundaria
13;16;9;16;20;16;16;20;10;16;0;23;29;24;6;18;6;11;13;8;19;4;3;9;9;1;2;5;IngenieriaAmbiental
5;17;20;18;20;20;0;20;15;20;20;22;23;11;13;15;26;11;11;13;10;0;0;5;9;6;1;0;IngenieriaBiotecnologica
17;19;20;20;20;14;12.5;20;10;20;20;25;16;21;21;23;8;17;15;26;23;4;6;9;7;0;7;7;MedicinaVeterinariayZootecnia
5;9;9;14;20;14;4;20;2.5;18;20;16;10;25;12;25;28;29;25;22;10;6;0;9;0;4;5;1;MedicinaVeterinariayZootecnia
10;8;17;20;20;8;10;20;15;18;12;17;9;12;25;18;29;15;9;21;16;6;0;9;9;7;7;0;Arquitectura
13;9;9;20;18;20;20;20;5;20;20;26;16;6;25;13;17;24;12;10;6;6;2;9;5;8;0;3;IngenieriaMecanicaElectrica
8;19;20;16;18;14;5;16;0;18;14;19;16;30;23;6;30;9;13;25;8;0;5;0;4;5;5;0;Contabilidad
16;15;10;20;18;18;0;20;20;20;16;13;28;27;16;18;13;24;23;18;7;2;5;9;4;0;9;2;IngenieriaMecanica
6;17;9;20;20;20;20;16;7.5;20;18;10;30;16;7;11;23;14;30;24;11;0;5;3;5;4;0;7;IngenieriaComercial
11;15;10;16;16;20;15;20;17.5;20;12;12;21;7;7;23;11;22;10;30;30;0;6;5;2;5;0;0;Contabilidad
16;17;20;20;20;16;20;20;15;18;20;29;6;18;7;20;22;15;26;15;7;6;4;9;5;0;0;3;MedicinaVeterinariayZootecnia
11;18;19;16;20;20;16;16;10;18;20;9;14;26;8;13;14;23;21;25;7;4;7;9;5;8;0;8;IngenieriaMecanica
16;18;18;16;20;20;20;20;15;20;18;8;23;21;10;18;18;21;19;6;25;4;0;9;4;9;0;0;Arquitectura
11;18;9;10;18;10;16;16;17.5;12;18;8;15;24;24;11;17;29;19;16;7;1;6;9;1;0;3;0;IngenieriadeIndustriaAlimentaria
12;17;16;12;20;0;12;20;15;0;14;22;9;23;13;18;23;10;10;18;23;4;3;0;0;0;4;3;Contabilidad
5;17;9;16;20;16;7.5;20;10;18;16;18;21;14;20;10;19;10;20;15;27;5;6;5;9;0;0;0;Odontologia
17;18;20;20;16;20;20;20;2.5;20;16;7;19;15;22;11;6;21;23;8;19;6;2;9;0;6;4;0;IngenieriaAmbiental
18;18;20;16;18;12;17.5;20;12.5;18;18;13;11;19;16;20;20;6;27;23;15;6;1;7;8;0;2;4;MedicinaHumana
13;19;19;16;18;8;17.5;16;12.5;0;20;19;17;18;12;8;28;15;11;7;16;3;2;9;9;6;0;4;MedicinaVeterinariayZootecnia
13;18;18;18;14;16;15;16;0;16;6;13;29;9;24;21;6;30;27;7;16;1;2;9;9;1;7;7;IngenieriadeSistemas
14;17;20;20;20;16;12;16;12.5;16;16;29;29;29;10;19;21;22;11;28;20;6;2;7;0;0;5;9;IngenieriadeMinas
14;17;20;18;18;18;15;0;15;20;20;17;22;18;7;28;23;17;29;19;22;0;0;0;0;6;7;4;IngenieriaComercial
14;19;10;18;18;20;10;20;7.5;20;16;9;10;23;26;16;22;22;19;9;11;6;1;5;0;4;9;0;Contabilidad
14;18;20;16;20;16;20;20;15;18;20;25;21;11;6;12;14;6;14;9;29;1;0;0;0;0;2;1;Contabilidad
13;15;10;20;6;12;8;0;7.5;20;18;16;27;19;30;17;11;18;11;15;29;3;1;8;9;1;3;4;IngenieriaCivil
15;17;20;14;18;6;20;20;10;8;20;12;24;16;30;13;22;19;7;11;27;6;4;8;9;5;9;0;IngenieriaMecanicaElectrica
8;17;20;20;20;16;16;20;17.5;18;18;8;27;22;29;27;22;12;27;8;6;6;2;0;9;9;5;9;EducacionSecundaria
8;17;20;14;18;14;16;20;5;20;18;25;11;9;24;30;16;21;18;11;26;0;4;0;2;9;6;6;EducacionInicial
17;17;20;18;20;18;12;20;15;20;20;27;7;24;13;28;6;17;20;23;22;1;2;9;0;6;0;2;IngenieriaMecanicaElectrica
19;16;20;20;20;20;20;20;15;20;16;14;24;26;20;15;10;30;18;17;16;4;0;3;1;6;9;4;Contabilidad
18;18;20;18;20;18;17.5;20;15;20;18;27;20;17;28;20;20;6;13;25;14;4;7;9;6;6;7;5;IngenieriadeSistemas
16;17;20;18;20;18;16;20;15;20;20;25;30;14;6;6;13;11;11;23;14;0;0;0;9;5;9;0;Enfermeria
12;18;20;18;20;18;12.5;20;15;20;20;7;29;17;8;18;16;13;24;29;10;4;0;2;0;1;3;6;IngenieriaComercial
17;14;9;20;20;18;16;20;15;20;20;22;19;22;20;27;23;30;26;15;24;6;6;9;0;2;7;0;IngenieriaMecanicaElectrica
9;17;20;18;20;20;20;20;20;16;20;30;23;8;27;19;16;6;16;26;27;3;5;9;2;4;0;0;IngenieriadeMinas
16;18;19;20;20;18;20;20;12.5;20;16;8;10;13;25;15;11;13;11;8;20;6;4;6;2;6;9;0;AdministraciondeEmpresas
8;18;8;16;20;18;12;12;7.5;14;14;30;23;25;28;16;9;17;16;15;18;6;4;9;0;0;4;7;IngenieriaAgronomicayAgricola
5;18;20;16;18;20;12;20;5;16;20;8;11;10;9;26;28;28;20;26;23;1;1;8;0;0;3;5;IngenieriaIndustrial
8;17;15;20;20;20;17.5;20;5;0;20;19;26;27;16;25;10;11;15;29;21;0;7;0;0;7;5;0;IngenieriaComercial
13;15;17;20;18;16;8;0;10;20;18;26;12;25;8;30;6;13;9;26;7;4;0;4;3;0;0;9;Contabilidad
13;16;20;18;20;16;12;20;17.5;18;18;28;16;13;11;24;7;8;22;24;22;6;7;5;6;1;6;2;Derecho
13;17;19;16;20;16;20;20;15;20;20;23;24;23;8;23;10;10;13;22;17;4;2;9;2;0;5;2;IngenieriaMecatronica
9;16;10;16;20;16;20;12;7.5;18;18;20;24;20;24;29;13;28;29;18;24;0;0;9;0;9;5;0;IngenieriaMecatronica
12;17;10;16;20;12;12;0;10;18;18;11;19;25;23;19;27;19;29;18;25;6;7;9;1;1;9;0;IngenieriaIndustrial
8;17;10;18;20;20;12;20;20;20;20;18;12;25;30;24;29;10;9;18;20;1;0;9;9;0;9;0;IngenieriaMecanica
11;17;20;12;20;16;15;20;12.5;16;18;19;16;20;12;25;30;8;13;29;8;0;0;9;2;9;9;2;IngenieriaMecanica
13;17;20;18;18;10;16;20;5;20;12;8;25;12;19;11;10;26;13;27;28;2;0;9;0;0;9;7;Arquitectura
9;18;20;18;20;20;12;0;2.5;18;14;24;12;23;22;21;16;28;16;26;6;3;6;9;0;1;9;7;IngenieriadeIndustriaAlimentaria
13;17;0;12;18;8;8;16;15;20;16;14;13;29;23;16;17;20;12;15;14;4;4;3;8;0;8;0;IngenieriaBiotecnologica
17;17;10;18;18;10;20;16;12.5;18;12;22;20;17;21;14;22;29;20;16;27;3;1;9;4;5;8;6;Arquitectura
15;17;19;16;20;18;20;16;12.5;20;14;7;29;18;23;23;6;15;9;27;24;6;3;2;8;1;0;4;FarmaciayBioquimica
14;16;19;20;20;16;20;20;20;16;20;13;9;21;20;10;11;21;18;6;25;4;2;5;9;0;9;6;ObstetriciayPuericultura
9;9;19;16;14;8;15;16;15;18;20;21;30;9;28;30;22;27;26;6;12;0;5;5;9;1;6;0;TrabajoSocial
8;17;20;16;20;16;7.5;12;10;16;0;26;17;28;13;16;6;12;15;14;10;0;2;7;0;1;2;4;IngenieriaComercial
17;17;20;16;20;20;20;20;17.5;20;18;18;20;15;24;29;12;25;24;14;8;6;5;4;5;0;2;4;ObstetriciayPuericultura
9;17;13;20;18;20;16;16;2.5;16;20;20;25;30;25;16;11;16;27;27;13;0;3;0;5;6;9;0;AdministraciondeEmpresas
19;19;20;20;20;20;16;20;17.5;20;20;22;7;9;21;18;22;25;19;13;20;1;6;9;2;4;9;0;IngenieriadeIndustriaAlimentaria
8;17;18;14;20;20;17.5;20;15;20;20;10;10;23;29;18;27;29;9;11;17;6;0;0;9;1;3;1;FarmaciayBioquimica
4;17;19;20;20;16;12.5;20;15;20;18;23;7;27;29;13;12;16;21;14;12;2;3;0;0;0;9;1;Contabilidad
14;16;15;18;20;16;17.5;12;5;20;20;16;18;28;30;26;9;7;18;29;13;6;0;2;2;8;7;0;PublicidadyMultimedia
4;16;19;14;18;14;12;20;10;12;14;10;29;11;17;26;15;22;14;24;12;4;1;0;9;0;5;0;ObstetriciayPuericultura
6;16;18;16;14;14;10;16;0;18;20;30;18;26;8;23;28;16;9;14;29;6;7;2;8;8;0;0;ComunicacionSocial
14;16;19;18;16;10;12.5;20;15;18;20;25;22;20;22;20;9;26;22;14;17;5;1;4;6;0;9;0;Contabilidad
16;17;18;18;20;18;20;20;15;20;14;16;29;10;9;13;15;14;17;25;6;4;1;9;3;1;9;5;IngenieriaMecanica
15;17;20;18;20;12;17.5;20;7.5;20;18;7;14;22;15;13;29;21;6;17;20;6;0;5;0;2;1;5;Contabilidad
18;17;18;20;20;18;17.5;16;10;20;14;11;6;7;8;19;10;22;16;10;6;6;3;9;3;9;9;1;IngenieriaCivil
13;17;10;18;20;16;12.5;20;12.5;20;18;27;16;27;9;23;8;30;9;9;27;0;0;9;7;0;2;2;IngenieriaAgronomicayAgricola
7;18;9;20;20;16;8;20;10;18;16;17;10;15;20;11;10;6;22;16;14;0;4;8;9;0;7;3;IngenieriaMecanica
8;17;20;18;20;6;16;20;12.5;18;16;15;29;8;21;17;29;7;25;18;23;0;0;0;9;7;9;0;FarmaciayBioquimica
19;16;20;18;20;20;16;20;15;18;20;30;24;22;29;10;8;6;6;30;6;6;4;0;5;0;7;0;IngenieriaMecanica
17;17;19;18;20;18;20;20;15;20;20;12;15;16;6;9;7;9;25;25;22;0;4;0;9;0;5;6;Odontologia
8;17;20;18;18;16;4;20;7.5;0;20;21;9;23;7;14;10;28;15;23;28;3;0;4;3;6;0;9;CienciaPoliticayGobierno
13;15;20;20;14;18;0;20;20;20;12;16;14;12;26;26;19;10;16;24;15;6;0;4;0;6;9;4;IngenieriaBiotecnologica
16;16;20;18;20;16;20;0;17.5;20;20;21;13;19;16;23;22;18;20;29;19;4;5;2;2;0;0;7;AdministraciondeEmpresas
13;17;20;16;20;18;12;16;10;16;18;29;9;27;20;29;15;26;20;9;10;4;0;2;9;0;2;0;ObstetriciayPuericultura
17;18;20;16;20;18;16;0;15;20;12;30;20;6;24;19;19;16;23;6;20;6;2;3;9;6;9;0;IngenieriaBiotecnologica
13;18;10;20;20;20;17.5;20;12.5;20;16;7;19;21;16;23;19;30;22;9;20;5;6;5;7;4;9;5;Contabilidad
19;17;10;18;20;20;20;16;15;20;18;26;16;16;14;13;20;15;27;24;10;3;4;3;0;9;9;0;Teologia
17;17;20;18;20;20;20;20;20;20;16;19;23;6;25;21;24;23;9;26;10;4;0;0;6;0;3;3;IngenieriaComercial
15;16;10;18;18;12;12;20;12.5;20;20;16;26;30;14;17;24;18;11;11;11;6;2;9;4;0;9;0;IngenieriaAmbiental
12;8;8;16;14;18;10;20;12.5;18;12;9;28;15;7;21;6;15;16;27;10;0;1;9;3;0;0;5;IngenieriaCivil
9;9;20;16;20;6;12.5;12;10;16;20;29;18;7;25;28;11;29;25;18;27;2;5;0;0;5;9;0;TecnologiaMedica
11;16;19;18;18;14;16;20;12.5;12;16;26;11;7;21;14;26;9;23;21;12;2;5;3;0;3;5;7;Contabilidad
14;16;19;18;18;20;7.5;0;10;20;14;12;19;12;6;17;18;13;23;28;22;6;1;0;7;4;5;6;Contabilidad
13;18;17;16;20;20;15;20;5;20;18;20;19;13;22;30;24;28;6;20;22;4;3;1;0;4;3;6;EducacionPrimaria
17;17;20;18;20;16;20;20;15;20;18;28;15;30;23;15;7;17;10;30;14;0;7;6;9;0;9;2;ObstetriciayPuericultura
6;16;18;10;0;16;8;20;5;16;16;27;16;15;7;13;6;28;12;22;9;1;0;6;7;1;9;3;CienciaPoliticayGobierno
12;16;18;18;20;12;7.5;20;15;16;14;21;28;20;9;12;25;15;8;27;19;1;7;9;5;3;4;2;IngenieriaMecatronica
20;18;20;18;20;20;0;20;20;20;20;25;24;7;9;17;17;15;14;13;20;3;7;3;9;1;9;1;MedicinaHumana
17;18;10;16;18;16;15;16;10;18;16;11;28;10;9;13;14;9;21;10;16;2;5;9;0;9;1;7;IngenieriaAmbiental
9;17;18;16;20;8;7.5;20;5;16;8;11;18;9;29;27;8;11;24;16;25;0;2;2;8;7;9;5;Odontologia
15;7;20;18;18;14;12;20;15;14;20;8;6;17;30;16;18;25;28;9;25;6;3;0;7;0;9;0;Derecho
10;17;18;18;20;20;16;20;15;18;20;12;13;15;12;9;30;10;27;16;16;6;0;2;0;0;9;0;Contabilidad
16;18;20;18;18;16;8;16;12.5;14;20;6;8;26;30;8;18;20;14;16;12;6;3;0;9;1;4;6;IngenieriaBiotecnologica
9;17;20;12;20;12;0;16;10;20;14;14;19;14;9;13;6;12;14;22;21;4;0;6;4;7;9;0;Contabilidad
7;18;19;20;18;20;8;20;15;20;8;13;27;23;9;25;30;14;15;14;30;6;7;2;7;0;9;0;Derecho
11;19;20;20;18;0;16;20;15;20;20;23;19;11;11;24;12;25;8;8;27;0;3;1;9;0;0;6;Odontologia
19;17;20;18;20;16;12.5;0;12.5;20;18;11;14;18;15;7;9;20;30;13;8;1;5;0;3;0;9;6;Derecho
12;17;11;14;20;10;17.5;16;15;18;16;11;13;28;18;24;27;18;9;27;25;4;3;9;9;0;7;0;IngenieriadeSistemas
16;9;10;20;18;20;20;20;10;20;20;22;30;29;17;17;6;11;29;18;7;3;1;5;9;0;0;6;IngenieriaElectronica
9;17;20;18;20;16;7.5;16;7.5;20;18;22;18;9;10;12;12;16;24;30;26;6;2;2;0;6;0;5;CienciaPoliticayGobierno
13;18;19;14;18;14;16;20;5;20;20;16;13;17;22;21;16;24;12;25;7;6;0;4;9;6;9;2;IngenieriaBiotecnologica
14;16;20;20;20;16;16;20;12.5;20;20;21;6;28;7;10;13;27;22;20;17;4;6;3;3;6;3;0;Contabilidad
14;19;20;18;16;20;20;20;10;18;20;19;21;21;25;30;29;15;28;29;7;0;0;9;9;0;5;0;IngenieriaAmbiental
14;14;19;18;20;18;16;20;15;18;20;11;12;11;9;11;6;27;17;20;23;6;6;4;2;3;7;1;IngenieriaComercial
10;18;13;16;14;20;7.5;0;15;16;14;28;30;24;12;30;23;12;11;28;19;4;6;5;5;0;9;0;IngenieriaCivil
16;17;20;16;20;20;20;20;20;20;18;6;23;9;11;21;10;28;21;26;7;6;0;9;8;5;6;5;IngenieriadeIndustriaAlimentaria
18;8;10;18;20;20;12;16;2.5;20;14;25;27;20;20;15;18;20;9;25;21;0;4;9;0;9;9;2;IngenieriaMecanicaElectrica
6;15;19;14;20;16;15;20;7.5;18;16;22;12;9;26;30;6;29;22;6;6;1;0;0;0;3;0;4;FarmaciayBioquimica
11;17;20;10;20;18;20;20;5;18;20;21;25;8;13;30;23;9;30;22;20;6;3;1;9;0;0;6;Odontologia
7;16;18;20;20;20;16;16;15;18;20;6;22;21;28;19;23;8;29;8;29;6;3;9;0;6;2;0;IngenieriadeIndustriaAlimentaria
9;17;19;18;20;16;12;20;15;20;20;28;8;11;8;26;23;13;26;10;8;6;1;9;9;7;2;7;IngenieriaMecanicaElectrica
17;17;10;16;20;20;17.5;16;20;20;18;15;14;9;11;19;15;13;28;28;21;0;0;9;9;0;6;3;IngenieriaMecanicaElectrica
18;17;19;16;20;18;12;20;7.5;20;14;28;15;21;10;20;8;12;12;12;20;1;1;0;8;0;1;0;Odontologia
15;16;10;20;20;18;12;20;0;20;14;30;10;15;9;25;26;6;28;9;22;0;0;0;1;9;2;4;EducacionInicial
12;17;20;18;18;20;20;0;10;18;16;22;29;11;22;6;17;16;16;22;11;1;6;4;9;0;5;1;ObstetriciayPuericultura
12;17;10;16;18;14;16;20;20;12;18;11;19;27;7;7;12;29;18;7;19;1;2;0;7;2;3;5;CienciaPoliticayGobierno
18;18;19;18;18;16;20;20;17.5;18;18;11;16;21;14;12;24;17;25;27;27;3;4;9;9;0;0;9;IngenieriaAmbiental
13;17;10;18;18;18;16;16;7.5;16;18;6;9;30;7;9;10;27;11;21;24;6;2;5;9;0;9;8;Odontologia
10;18;19;16;20;18;16;16;12.5;20;16;26;7;20;29;9;22;10;10;23;9;6;0;9;0;0;9;5;IngenieriadeMinas
7;17;20;16;20;18;10;20;15;0;14;12;8;16;16;29;29;25;21;12;12;6;2;0;2;4;9;3;ComunicacionSocial
12;17;0;18;14;6;4;16;7.5;16;12;8;29;24;7;20;15;14;6;29;27;6;4;9;9;0;9;0;MedicinaVeterinariayZootecnia
12;17;17;18;20;20;12.5;20;10;20;20;27;24;14;18;16;21;17;10;9;12;6;5;5;2;6;3;2;IngenieriaComercial
4;16;10;16;18;18;16;20;7.5;18;14;10;26;22;13;29;27;30;19;28;21;1;0;6;9;1;0;5;EducacionSecundaria
9;17;8;18;20;18;16;16;7.5;18;18;11;12;26;24;11;23;10;8;21;27;1;2;1;0;7;9;7;IngenieriaComercial
12;19;19;18;20;14;12;20;0;20;18;12;9;8;15;21;18;25;7;25;28;2;0;2;2;1;9;0;Derecho
15;17;18;18;20;10;20;20;15;18;20;18;21;13;23;29;8;20;6;18;20;4;5;5;9;0;0;4;ObstetriciayPuericultura
15;16;19;16;20;18;12.5;0;15;0;18;22;6;11;12;26;20;6;26;12;24;2;7;0;9;5;9;0;FarmaciayBioquimica
9;17;8;16;20;16;8;8;17.5;20;18;25;17;10;26;18;26;13;17;19;29;1;6;9;9;3;9;3;IngenieriaAmbiental
16;9;19;20;20;20;16;0;17.5;20;20;20;23;18;12;28;23;20;27;19;29;3;0;0;0;0;7;0;Contabilidad
14;18;18;16;20;18;7.5;20;10;0;20;26;13;15;8;18;12;23;10;26;24;4;0;5;0;0;0;4;AdministraciondeEmpresas
9;17;7;14;20;12;12;16;5;16;18;22;23;17;18;15;27;10;18;8;22;2;4;0;7;4;4;0;AdministraciondeEmpresas
12;10;10;18;20;18;10;16;5;18;20;23;28;21;30;19;26;24;25;8;16;6;1;5;0;0;3;5;Contabilidad
18;18;20;18;20;20;20;20;20;20;20;25;8;8;13;29;10;19;24;7;28;6;2;0;0;6;1;0;CienciaPoliticayGobierno
2;18;18;16;20;20;12;20;5;20;20;13;19;24;29;20;21;9;23;6;10;6;5;0;0;9;0;7;EducacionSecundaria
9;17;6;16;18;16;7.5;20;15;20;12;9;29;7;7;25;9;19;13;28;25;6;1;4;3;0;7;4;AdministraciondeEmpresas
