MatematicaI;MatematicaII;ComunicacionI;ComunicacionII;InglesI;InglesII;DesarrolloPersonal;Historia;ArteyCultura;Quimica;Biologia;Fisica;EmprendimientoI;EmprendimientoII;KuderA1;KuderA2;KuderA3;KuderA4;KuderA5;KuderA6;KuderB1;KuderB2;KuderB3;KuderB4;KuderB5;KuderB6;KuderC1;KuderC2;KuderC3;KuderC4;KuderC5;KuderC6;KuderD1;KuderD2;KuderD3;KuderD4;KuderD5;KuderD6;KuderE1;KuderE2;KuderE3;KuderE4;KuderE5;KuderE6;KuderF1;KuderF2;KuderF3;KuderF4;KuderF5;KuderF6;KuderG1;KuderG2;KuderG3;KuderG4;KuderG5;KuderG6;KuderH1;KuderH2;KuderH3;KuderH4;KuderH5;KuderH6;KuderI1;KuderI2;KuderI3;KuderI4;KuderI5;KuderI6;KuderJ1;KuderJ2;KuderJ3;KuderJ4;KuderJ5;KuderJ6;CapsE1MR;CapsE2SR;CapsE3VR;CapsE4NA;CapsE5LU;CapsE6WK;CapsE7PSA;CapsP1MR;CapsP2SR;CapsP3VR;CapsP4NA;CapsP5LU;CapsP6WK;CapsP7PSA;Career
16;10;15;18;20;20;16;18;14;7.5;16;0;12;20;1;3;2;1;2;3;5;4;5;1;1;2;1;2;4;2;3;5;4;3;3;5;2;5;3;4;1;1;3;5;2;2;5;5;5;1;1;1;1;3;3;2;2;2;5;1;4;4;3;2;1;3;4;2;4;4;3;4;3;2;9;1;6;3;9;9;9;80;27;57;37;96;80;99;Ingenieria de Minas
20;4;16;17;20;20;14;20;10;15;20;10;20;20;2;3;5;4;2;5;5;5;4;2;1;2;2;1;1;1;1;2;1;5;1;2;4;1;5;1;3;2;5;3;2;1;1;2;4;5;4;1;4;5;4;4;4;5;4;1;3;2;4;1;3;4;1;1;3;4;4;5;4;1;9;3;5;7;8;9;1;80;44;46;62;90;96;26;Ingenieria Electronica
10;12;17;17;20;15;20;14;18;16;16;5;18;18;1;4;5;1;1;5;2;2;1;2;1;3;2;3;5;2;4;5;2;3;3;5;2;5;2;5;3;2;4;4;3;5;2;3;4;4;1;2;5;3;4;3;1;3;2;5;1;4;5;3;3;1;5;2;4;4;1;3;4;4;4;9;4;5;8;5;1;35;94;42;45;86;50;33;Ingenieria Industrial
20;8;17;16;20;0;20;20;16;7.5;20;0;18;16;5;5;1;2;1;3;5;2;5;2;5;4;2;3;1;2;1;3;2;2;4;2;1;1;5;5;5;4;1;1;5;1;2;5;4;5;4;4;1;4;3;3;5;5;3;1;1;4;2;2;5;2;1;5;2;1;3;1;1;3;6;3;1;3;7;3;1;50;38;25;33;76;33;20;Odontologia
12;10;17;18;20;18;20;20;4;10;16;10;20;16;4;2;4;1;2;4;5;5;4;1;2;5;4;2;4;5;1;4;2;3;1;3;3;3;5;4;1;3;4;2;4;5;2;2;5;1;5;3;1;2;5;3;2;5;4;4;1;3;3;3;4;3;2;4;4;5;3;3;3;2;6;4;6;3;1;4;1;50;55;57;33;30;42;14;Enfermeria
20;12;19;17;20;20;16;16;20;12.5;20;10;20;18;3;2;4;1;1;4;3;2;5;4;1;3;5;4;1;4;3;1;5;4;3;2;2;2;5;4;3;4;4;3;3;2;5;5;4;2;4;4;2;5;3;4;2;2;5;5;5;5;5;3;5;5;4;2;2;3;1;3;4;3;1;1;1;9;1;2;3;15;11;14;100;23;28;50;Ingenieria Mecanica
0;10;14;18;16;19;18;20;18;20;20;10;18;18;3;2;2;3;2;1;5;2;5;4;3;1;3;4;3;4;2;4;2;1;5;4;3;5;1;1;1;1;5;5;4;1;4;1;4;4;1;4;4;1;2;3;3;5;5;4;4;4;1;4;2;3;5;4;3;1;1;3;4;2;5;4;1;5;9;5;1;45;55;17;45;93;51;24;Ingenieria Comercial
16;14;16;17;18;19;18;20;20;20;16;15;18;16;2;3;1;1;1;1;4;2;5;2;5;5;1;3;2;2;5;3;5;5;3;1;3;3;3;1;4;5;5;3;4;1;2;2;5;2;3;2;3;2;5;1;5;4;1;1;3;3;5;4;4;2;1;5;3;4;2;4;1;5;1;4;9;9;1;6;1;5;50;78;87;30;53;3;Teologia
18;20;17;19;20;20;18;18;18;16;20;15;20;18;5;3;5;3;1;2;3;2;4;5;1;4;5;4;3;4;4;1;1;3;3;5;3;5;2;1;4;5;1;5;5;5;2;5;3;1;3;5;2;1;5;2;5;2;2;1;2;4;1;2;5;1;4;2;4;3;5;5;3;5;1;6;9;9;1;7;9;15;66;82;83;16;62;95;Publicidad y Multimedia
16;0;16;16;20;17;18;20;16;16;16;15;20;20;2;1;5;3;4;3;5;2;5;2;4;2;5;4;1;5;3;5;3;1;5;1;2;4;3;2;5;5;3;4;5;5;1;3;3;5;1;1;2;5;2;4;2;2;2;4;5;3;4;5;1;2;5;1;5;4;3;2;1;4;1;6;9;1;1;9;1;5;66;78;12;23;75;0;Ingenieria de Industria Alimentaria
4;20;16;18;16;16;14;20;14;4;16;10;18;14;4;4;3;2;2;1;1;4;4;4;1;5;5;3;3;5;4;5;5;3;2;2;4;4;4;3;5;2;2;5;3;2;1;5;3;3;3;3;4;1;5;2;3;5;1;2;3;5;3;5;5;3;2;3;2;3;2;2;4;5;9;7;9;1;1;4;5;70;77;75;20;3;39;68;Ciencia Politica y Gobierno
14;16;18;16;20;19;18;20;20;17.5;12;12.5;20;18;5;4;5;2;4;3;2;5;2;3;4;3;5;4;2;2;2;4;2;5;5;5;5;2;1;3;2;4;4;2;4;3;4;5;1;3;4;4;4;2;2;4;4;4;3;5;1;1;5;1;5;1;2;5;3;5;2;4;5;2;9;8;1;9;8;3;6;70;88;3;87;86;37;72;Contabilidad
12;14;18;19;20;18;18;20;8;20;20;17.5;20;16;3;4;3;3;4;2;4;5;5;4;4;2;3;4;4;5;1;3;2;2;2;1;2;4;2;5;4;1;4;4;5;3;4;5;5;1;3;1;5;3;4;5;2;5;2;4;1;4;1;4;3;5;4;3;2;5;2;3;4;3;2;6;1;1;5;1;4;25;72;14;0;63;0;55;Ingenieria Civil
10;12;17;16;19;15;18;18;18;16;16;10;18;18;3;5;2;3;5;5;1;5;5;3;1;3;4;5;5;3;2;2;5;2;2;3;5;3;1;5;2;4;4;2;4;5;3;4;2;5;5;1;4;5;1;5;4;3;5;5;1;3;3;3;1;5;1;5;2;5;1;1;2;5;5;2;9;3;1;1;4;40;33;85;37;33;0;58;Trabajo Social
14;8;16;16;0;17;18;16;12;4;16;10;16;14;3;3;5;2;5;2;2;3;3;4;4;2;4;2;2;4;1;3;4;2;4;3;1;3;5;5;3;3;3;5;3;2;3;5;4;1;5;5;4;3;4;1;3;4;3;2;5;5;5;4;4;2;5;5;5;5;1;1;2;1;7;7;5;1;2;9;1;55;77;46;12;43;82;26;Ingenieria Ambiental
12;2;17;17;20;0;18;20;18;15;20;0;14;14;2;2;5;4;4;2;4;1;3;5;5;2;5;4;4;5;5;5;4;2;2;5;4;1;2;3;4;1;1;3;5;5;1;5;4;5;4;5;3;2;3;3;1;1;4;4;1;3;1;1;1;1;1;3;2;2;5;1;1;5;9;4;1;1;9;1;7;95;55;21;0;96;5;83;Ingenieria Ambiental
14;20;18;15;15;20;14;20;20;8;20;20;20;12;5;5;1;5;1;1;3;5;2;3;1;5;4;5;1;5;3;2;2;5;2;3;4;5;5;2;4;5;2;1;3;2;4;3;3;3;3;1;1;4;5;2;5;4;2;1;2;4;5;5;1;4;4;2;5;5;2;1;3;1;9;6;9;1;6;2;6;90;72;85;25;73;30;76;Odontologia
20;18;18;15;20;18;20;20;20;10;16;15;20;18;5;2;4;2;5;1;2;5;1;1;4;2;5;5;3;4;4;2;4;4;5;2;5;5;5;5;1;3;5;3;2;2;1;2;3;2;2;3;4;3;4;1;4;3;4;4;2;2;3;2;2;5;5;1;2;3;5;4;1;2;9;6;9;1;1;1;1;85;66;82;0;20;3;20;Administracion de Empresas
10;8;17;0;15;0;20;20;20;16;20;10;18;10;3;5;2;3;3;5;3;4;4;2;3;1;1;4;3;3;4;1;4;1;4;5;2;3;5;5;5;4;5;1;2;2;3;2;3;5;3;2;4;1;1;1;3;5;3;1;3;3;5;4;4;3;2;2;1;1;3;1;3;5;5;4;9;9;7;8;2;40;55;92;87;83;71;40;Ingenieria Comercial
20;16;16;18;20;20;18;20;18;12.5;20;12.5;16;14;3;3;1;1;1;4;4;5;5;4;5;2;5;3;4;4;2;5;2;5;3;3;1;5;5;4;4;1;4;3;1;1;5;5;3;3;2;4;2;1;1;5;2;2;4;4;5;2;5;1;3;3;4;5;3;5;2;1;1;3;2;1;5;5;5;8;3;25;22;46;50;63;67;52;Educacion Secundaria
14;12;16;16;19;20;20;20;18;16;20;12.5;20;16;4;3;2;5;2;5;4;4;5;5;4;1;3;2;3;4;3;4;2;2;4;2;2;4;2;2;5;4;4;1;4;1;5;2;1;5;1;2;5;1;2;5;2;1;3;2;4;1;3;5;3;3;3;1;2;1;2;5;2;1;5;1;1;6;1;7;1;45;11;7;58;10;66;36;Obstetricia y Puericultura
16;6;15;16;19;20;16;20;18;20;20;17.5;20;16;4;4;5;1;3;3;1;3;2;4;3;5;1;2;2;3;2;1;5;5;2;1;4;2;4;2;5;4;4;3;2;3;1;1;5;4;1;3;5;3;1;3;1;4;3;4;1;4;4;5;4;5;1;2;1;2;1;3;4;5;9;3;1;7;3;3;3;75;44;14;62;46;33;50;Contabilidad
14;16;17;18;18;20;18;20;20;17.5;20;10;18;20;5;1;1;2;2;5;2;2;3;5;1;1;1;2;5;2;2;4;1;1;4;5;3;1;3;5;5;2;4;3;3;2;5;1;4;5;1;2;4;3;4;3;4;1;4;1;5;5;1;1;5;1;2;2;3;4;5;3;4;5;1;7;1;5;7;9;6;5;77;7;45;76;75;72;Ciencia Politica y Gobierno
8;10;18;17;20;0;12;20;20;12;20;7.5;18;20;2;2;3;5;4;5;2;5;3;2;2;5;1;2;5;5;4;5;5;2;3;1;2;1;4;1;4;4;5;5;1;4;1;5;5;2;3;4;1;5;5;1;3;1;2;2;2;2;3;2;1;3;4;1;3;2;3;4;1;3;1;8;3;9;8;1;6;10;88;35;75;90;17;76;Ingenieria Mecanica
16;10;18;16;16;20;14;0;14;10;20;20;18;14;3;4;1;3;4;1;3;1;3;2;4;3;3;4;2;3;4;5;3;5;1;1;3;3;4;4;1;4;5;2;2;1;2;3;3;3;2;5;4;2;5;5;5;1;5;4;4;1;3;1;2;3;4;5;4;3;5;5;2;2;2;3;7;1;4;1;1;25;44;60;25;60;3;8;Ingenieria Biotecnologica
18;16;15;17;20;20;16;20;20;20;20;20;20;20;3;3;1;3;2;3;5;2;5;4;2;5;5;4;1;4;3;1;3;1;3;4;4;4;3;5;3;3;5;1;1;1;4;4;2;5;3;4;4;2;4;2;4;5;4;3;2;2;2;4;3;5;3;1;5;5;3;4;2;2;7;9;9;9;3;4;2;55;94;100;79;46;44;40;Administracion de Empresas
0;10;17;18;20;16;16;18;0;8;20;10;16;8;1;4;1;1;2;2;4;2;4;4;3;1;3;1;3;3;5;5;1;5;4;4;3;2;4;2;2;3;4;1;5;1;2;2;5;4;4;5;3;3;1;5;5;2;4;1;3;2;4;3;3;3;2;4;3;2;1;4;5;2;9;4;3;1;6;2;6;100;55;35;25;73;26;72;Ingenieria Biotecnologica
20;20;19;16;20;20;20;20;18;12;20;15;20;20;5;1;2;4;2;5;3;5;2;5;3;4;5;4;4;3;3;1;5;2;5;1;3;5;4;3;2;2;3;3;5;2;4;5;2;3;5;2;4;3;2;5;3;3;3;5;1;1;5;5;2;1;4;2;2;1;3;1;3;2;5;6;9;1;2;6;3;45;72;85;16;40;58;52;Odontologia
14;14;18;19;0;20;18;20;18;20;20;12.5;18;18;2;2;5;4;2;2;1;2;4;4;4;5;3;1;4;2;2;5;4;2;3;5;1;2;4;1;1;5;3;1;3;5;1;5;1;1;3;5;3;1;1;4;3;2;3;2;3;5;2;5;4;4;4;2;4;1;5;5;4;4;8;6;3;2;2;3;5;65;72;32;29;40;35;63;Ingenieria Comercial
18;16;17;17;20;20;18;20;20;16;16;15;20;18;2;1;5;2;2;4;3;4;2;2;2;2;3;4;5;5;4;2;5;3;2;5;2;1;1;4;4;5;5;4;2;5;3;1;1;3;4;2;2;2;1;2;1;2;5;3;5;1;5;3;3;4;4;2;1;5;3;4;2;3;1;4;3;3;1;1;1;5;50;35;33;20;5;32;Derecho
16;12;17;18;20;20;16;18;18;15;12;10;20;20;1;5;2;3;2;4;4;2;5;4;1;2;2;4;4;1;3;3;1;4;4;5;1;3;5;5;1;2;3;1;3;2;4;4;3;3;1;5;5;4;3;5;1;4;2;4;2;1;3;2;2;2;5;1;5;1;3;3;5;4;2;1;7;1;9;7;8;25;27;64;16;93;66;88;Derecho
20;12;17;18;20;20;20;20;20;20;20;17.5;20;20;1;5;2;3;3;2;4;3;5;5;1;5;4;5;3;3;4;1;5;1;1;2;3;5;5;3;5;5;5;3;2;2;4;5;1;5;1;3;5;4;1;3;2;5;4;5;5;4;2;2;1;2;3;5;4;1;3;1;4;5;9;6;7;2;1;9;1;70;72;64;29;23;94;9;Ingenieria Civil
20;14;16;18;0;0;16;18;10;20;20;7.5;16;16;4;3;3;5;5;3;1;1;3;1;3;2;3;5;3;3;1;4;2;1;5;4;5;4;4;1;5;4;2;5;5;5;2;3;5;5;2;2;4;5;5;4;2;2;2;4;5;3;5;5;2;4;3;4;1;2;2;4;1;4;7;3;4;4;5;1;3;55;38;42;41;63;16;48;Medicina Humana
8;12;15;16;20;19;18;16;14;16;20;5;16;14;4;1;1;4;3;5;2;5;3;5;5;4;3;1;4;3;1;4;1;3;5;2;3;5;2;1;5;2;3;1;4;3;5;2;1;5;2;3;1;2;3;1;2;5;4;1;4;2;1;2;3;4;1;3;3;4;1;2;2;2;6;8;7;9;1;4;8;50;88;60;100;6;42;94;Farmacia y Bioquimica
18;0;16;15;19;20;16;20;14;0;20;15;18;20;1;1;5;5;2;5;1;5;2;3;4;4;4;3;4;1;3;5;3;3;5;4;5;3;3;5;4;4;5;3;3;5;2;2;4;5;1;5;5;4;3;3;1;2;3;4;5;2;1;3;1;2;3;4;4;3;3;2;4;5;9;6;9;2;8;1;1;95;72;82;29;90;10;1;Medicina Veterinaria y Zootecnia
12;14;15;18;19;17;16;20;18;20;20;10;18;18;1;4;4;2;4;1;5;1;2;2;2;5;5;1;4;1;2;3;4;4;3;5;3;4;4;4;1;4;2;5;4;5;1;5;2;2;5;3;2;2;1;4;3;4;4;4;4;1;3;2;4;3;4;4;5;2;2;4;4;2;1;1;9;9;1;2;1;5;27;85;91;13;25;21;Publicidad y Multimedia
12;14;17;17;18;20;16;20;16;10;20;15;18;18;5;2;2;5;1;2;3;1;1;1;5;2;5;4;2;3;4;5;2;5;5;4;5;3;1;3;3;1;4;5;1;4;3;1;1;1;5;5;2;5;1;3;3;4;4;1;2;4;2;5;5;3;1;4;5;5;4;1;4;5;7;1;1;1;2;9;4;60;11;21;8;43;75;61;Ingenieria de Industria Alimentaria
18;16;15;17;20;20;16;20;20;20;20;15;20;16;3;1;2;2;1;2;5;4;5;4;4;3;1;2;3;3;2;3;5;4;1;5;4;4;2;5;5;3;3;1;5;5;4;5;1;5;4;5;5;4;4;2;2;4;3;1;4;4;5;2;1;3;1;4;5;4;5;2;1;5;9;1;9;5;3;1;5;80;16;96;50;46;3;66;Ingenieria Ambiental
16;6;17;18;20;18;18;18;16;12.5;0;10;18;18;3;4;5;1;2;5;2;3;2;4;2;5;5;4;4;4;2;3;3;5;1;3;2;5;2;1;1;3;1;2;3;2;1;2;4;3;2;5;5;4;1;1;3;3;2;3;2;2;3;5;4;2;3;5;5;3;4;3;1;3;7;8;3;1;6;7;6;60;88;32;0;70;66;75;Ingenieria Comercial
14;14;17;19;20;20;14;18;20;0;16;15;18;10;3;2;5;5;2;3;1;1;5;1;1;1;4;4;5;4;4;1;1;3;5;1;3;5;4;4;3;5;2;5;3;1;2;3;5;4;2;2;1;5;1;3;4;3;2;5;5;3;3;2;3;4;5;2;5;2;3;4;3;2;9;9;5;9;4;6;8;70;100;50;87;60;58;91;Trabajo Social
14;0;16;15;12;20;14;14;8;4;12;10;12;16;4;3;3;3;5;2;1;2;2;4;2;3;3;2;1;4;3;1;2;1;3;4;2;3;2;5;4;3;4;4;3;1;4;5;1;5;5;3;2;4;2;4;3;3;1;5;1;2;3;2;2;5;5;3;3;2;5;2;4;5;2;6;9;7;4;8;4;20;72;100;62;53;69;58;Obstetricia y Puericultura
0;16;18;12;15;20;20;18;16;12;20;12.5;18;20;4;3;1;4;1;3;4;1;1;2;1;2;1;5;2;5;3;3;5;3;5;4;3;5;1;3;1;4;5;2;2;1;2;3;2;5;3;1;1;4;3;2;3;5;1;4;3;4;3;3;3;3;2;5;3;1;1;2;4;3;2;6;9;8;1;9;1;20;72;71;66;10;89;32;Educacion Primaria
12;14;16;16;18;20;14;20;8;5;20;5;14;20;4;5;1;3;3;3;3;4;3;1;5;5;3;5;4;2;4;2;1;1;5;3;5;1;2;2;5;4;3;2;4;4;2;5;1;4;3;3;2;2;4;2;3;2;3;4;5;2;1;4;5;1;4;1;1;2;2;4;3;2;1;8;9;5;4;1;1;0;83;71;45;60;19;8;Educacion Secundaria
14;8;17;17;19;20;16;20;20;16;20;17.5;20;20;2;4;4;3;4;3;4;2;5;5;3;3;3;1;1;1;3;5;5;5;3;3;5;5;5;3;2;1;1;2;3;5;4;1;3;1;2;5;3;2;2;1;3;2;3;2;4;3;1;1;4;4;2;2;5;3;2;1;4;1;7;1;8;1;9;9;7;60;0;67;0;93;94;80;Farmacia y Bioquimica
4;4;18;18;16;20;16;20;16;8;20;10;18;18;4;4;5;2;1;5;4;1;1;1;5;1;3;2;5;3;1;2;5;5;3;1;5;5;4;4;5;4;3;1;4;3;4;5;5;3;1;2;1;1;1;5;4;3;1;2;2;1;4;1;1;3;1;1;3;1;5;3;3;2;5;5;4;5;1;6;9;45;61;42;50;13;53;95;Administracion de Empresas
20;10;19;17;20;18;16;16;18;20;20;0;20;20;1;5;1;5;3;2;4;4;4;3;2;1;2;5;1;2;2;1;5;2;4;1;5;5;5;2;4;1;2;1;5;4;2;4;2;4;4;1;5;1;1;1;5;2;1;4;3;1;4;4;1;3;4;4;5;1;3;1;1;1;5;1;9;1;7;9;4;45;16;89;0;83;82;56;Enfermeria
12;0;16;19;18;20;18;16;20;12;20;10;18;20;3;5;5;2;5;4;3;1;1;3;5;4;5;5;3;5;4;4;2;2;3;4;4;5;3;3;2;1;3;4;1;3;3;3;2;5;3;1;4;4;2;2;2;2;4;5;2;3;2;2;1;2;3;4;4;3;5;4;1;5;8;8;6;1;5;4;1;65;88;53;0;66;42;32;Arquitectura
12;6;19;17;19;0;16;16;16;16;16;0;16;18;4;5;1;2;5;5;4;1;1;1;2;2;1;2;2;5;3;3;3;2;5;5;3;4;5;3;1;1;5;5;2;1;3;3;5;3;5;3;2;1;1;4;4;4;2;2;5;4;2;1;3;1;1;5;4;4;3;1;3;1;4;6;6;1;4;9;5;35;72;53;4;53;96;68;Administracion de Empresas
12;4;18;17;20;20;18;18;6;20;20;0;16;20;3;3;5;4;5;1;1;3;5;3;1;2;5;4;3;4;4;3;1;2;4;2;3;2;4;1;2;5;3;4;3;2;1;2;5;4;3;1;5;5;2;4;5;4;5;4;2;2;4;1;2;1;5;1;1;1;1;1;2;2;2;8;1;5;3;1;1;25;88;17;50;50;7;26;Odontologia
8;10;17;16;20;20;18;20;20;20;20;15;16;20;3;3;2;1;5;3;5;3;3;5;1;5;2;3;3;5;2;4;1;2;1;2;1;4;5;1;4;5;4;2;1;2;3;5;3;2;3;4;3;3;5;2;4;1;3;5;4;2;2;1;1;2;2;2;4;4;5;3;1;3;6;1;9;4;1;1;5;50;11;96;41;26;5;67;Contabilidad
18;20;15;17;20;20;16;20;20;20;20;15;20;20;5;3;3;2;4;1;2;1;5;4;1;5;2;2;3;3;1;1;2;4;3;4;4;5;5;2;5;3;2;1;3;1;4;4;1;4;2;4;3;1;2;4;5;4;2;3;4;4;2;4;3;5;4;3;4;3;4;1;2;3;8;1;9;1;5;7;8;65;11;89;25;66;60;92;Turismo y Hoteleria
18;14;17;17;20;19;16;20;20;15;20;15;20;18;5;3;4;5;2;1;3;2;4;4;1;1;4;2;4;2;3;3;4;3;1;5;2;2;5;3;2;2;1;5;1;5;5;2;2;1;4;4;4;5;5;1;2;5;5;2;4;3;3;1;2;2;2;2;2;5;2;2;5;5;1;4;6;6;1;9;5;15;50;53;58;23;85;65;Odontologia
12;12;16;18;17;18;18;20;16;12.5;20;17.5;18;20;4;4;4;3;5;2;5;5;4;5;5;5;4;4;2;5;2;4;1;5;4;1;1;4;5;1;5;3;1;4;5;3;3;3;4;3;1;4;1;2;5;4;4;1;5;2;5;5;1;2;2;4;1;2;4;2;1;1;3;2;1;9;8;6;9;9;7;0;94;67;54;100;94;82;Enfermeria
18;10;17;0;20;20;20;18;0;16;20;12.5;18;20;3;2;5;2;2;5;2;2;4;5;3;2;1;3;2;1;4;4;2;4;3;4;3;3;2;5;2;2;3;1;4;5;5;1;4;2;3;3;2;3;2;3;4;4;2;1;1;5;2;3;1;1;3;3;1;3;2;4;1;5;8;9;1;8;7;7;1;65;100;10;70;83;66;6;Educacion Secundaria
18;12;15;16;20;20;20;20;20;20;16;15;20;18;3;4;3;4;4;5;4;2;3;2;2;3;4;1;3;5;5;4;5;3;4;2;4;3;3;3;2;2;1;2;5;4;2;4;5;3;2;4;3;5;1;1;2;1;2;5;2;4;2;4;1;5;2;3;3;1;1;3;2;1;9;4;1;9;7;2;1;80;55;17;100;76;26;25;Obstetricia y Puericultura
10;12;17;17;17;19;20;20;18;8;0;0;20;18;3;2;5;5;3;2;4;5;3;5;3;5;2;3;2;4;1;3;1;3;2;1;3;5;4;4;2;4;4;4;4;1;3;3;3;5;4;4;1;5;2;5;1;1;4;2;2;3;5;1;1;2;4;3;4;3;5;4;3;4;6;1;1;1;1;4;1;50;22;0;20;10;44;0;Ciencia Politica y Gobierno
18;14;17;19;20;20;20;20;20;12.5;20;15;20;20;1;4;1;2;3;4;4;2;2;5;5;4;5;4;5;1;3;1;2;5;1;2;5;4;1;5;1;3;4;4;5;5;4;1;4;4;4;3;1;1;3;1;5;5;2;4;3;4;5;3;3;2;5;3;1;5;3;2;5;2;9;6;6;1;1;9;7;85;66;57;20;26;100;80;Ciencia Politica y Gobierno
18;10;16;18;20;0;14;20;12;20;16;17.5;16;16;4;2;4;4;5;4;3;2;1;4;3;5;1;4;1;3;4;4;4;2;2;5;4;5;4;2;3;5;3;4;3;4;4;3;2;3;3;3;4;4;1;5;4;4;3;3;4;5;5;2;4;1;4;2;2;5;1;1;3;5;1;1;9;9;1;1;1;5;27;82;83;30;17;11;Educacion Inicial
18;6;18;17;20;20;18;20;16;10;16;17.5;18;16;5;3;1;4;1;1;4;1;2;4;3;5;2;3;3;2;1;2;4;3;2;3;2;2;5;4;3;2;3;1;3;5;3;4;5;1;5;1;1;2;4;4;2;3;2;3;5;1;5;5;4;2;2;1;1;2;1;2;4;1;7;6;3;4;1;5;1;60;66;35;41;6;48;37;Turismo y Hoteleria
16;0;17;17;20;17;18;20;20;20;20;0;20;20;2;2;2;5;5;2;5;1;2;5;3;5;4;2;3;5;5;3;1;1;5;1;1;3;5;5;2;4;5;4;3;1;4;4;1;3;1;1;1;1;4;2;3;5;4;2;4;2;3;3;1;5;4;3;3;1;2;3;2;1;9;4;9;9;5;5;1;70;55;82;95;66;48;22;Derecho
16;10;17;0;15;17;18;20;18;0;16;10;18;20;4;2;1;2;4;4;2;2;5;2;3;5;4;1;1;1;1;2;4;3;3;4;5;3;1;5;3;3;4;1;1;5;1;5;4;3;3;5;4;4;4;4;4;1;3;5;5;2;5;5;5;5;5;1;1;2;3;2;4;1;5;2;1;2;7;9;8;40;33;7;29;80;100;94;Teologia
10;14;15;16;19;20;18;20;20;7.5;16;12.5;0;18;4;4;1;5;5;2;2;4;3;1;2;4;2;5;1;3;4;5;2;2;5;4;5;4;5;3;4;5;1;1;4;3;5;4;3;3;5;4;3;5;1;5;5;4;1;1;1;5;1;5;2;3;3;4;2;4;3;2;1;3;1;1;9;6;9;9;1;15;27;71;58;96;87;31;Ingenieria Electronica
18;16;17;17;20;20;18;20;12;0;16;20;20;18;1;3;4;2;1;1;1;4;1;4;4;2;4;5;3;1;3;1;4;1;2;3;4;3;2;1;4;2;1;5;3;4;2;5;5;4;4;5;4;4;5;2;1;4;5;5;2;1;3;3;3;3;2;4;1;5;3;3;3;2;1;1;1;6;7;9;1;5;5;21;58;80;85;19;Tecnologia Medica
12;8;16;16;19;20;16;20;12;8;20;5;18;16;3;2;3;2;4;2;5;2;2;1;2;3;1;5;4;5;1;3;5;1;2;2;5;4;2;4;3;2;5;3;2;3;1;3;1;5;2;4;4;2;4;2;1;1;5;2;2;1;4;1;3;5;5;1;5;1;3;5;1;2;1;6;9;9;8;5;9;0;66;100;95;90;48;99;Psicologia
14;14;17;16;20;20;20;18;12;15;12;15;20;18;4;2;5;4;1;1;2;1;2;3;2;3;4;3;3;3;3;4;1;2;3;1;2;3;5;4;1;4;2;3;2;3;2;5;3;1;1;4;3;1;4;5;4;4;2;4;5;5;2;2;5;1;3;1;5;3;2;4;5;4;8;9;5;5;1;7;1;65;94;50;50;0;64;27;Ingenieria de Minas
14;14;13;16;13;18;16;18;18;16;16;12.5;20;18;1;5;2;1;1;4;3;3;2;4;4;5;2;2;5;2;4;1;1;1;1;3;3;3;2;1;5;4;5;1;3;1;1;4;5;1;5;3;3;4;2;4;5;5;3;5;3;2;1;2;1;2;2;1;5;3;5;5;4;2;7;8;1;9;9;1;8;55;83;25;87;93;0;86;Arquitectura
16;0;15;17;17;19;16;18;18;12;20;10;18;12;1;2;2;5;1;5;2;2;4;3;5;3;3;5;5;2;2;3;3;3;2;5;4;2;4;1;1;4;2;5;2;5;3;3;3;1;4;4;3;1;4;2;5;3;3;3;5;5;3;3;4;5;2;3;3;4;4;1;4;3;9;1;9;9;3;5;1;70;22;100;75;46;46;4;Odontologia
18;4;0;18;20;0;14;16;8;8;16;7.5;14;20;4;1;3;4;1;2;4;3;2;4;4;5;4;2;1;5;3;4;2;1;1;5;4;1;1;4;3;4;1;1;2;3;1;4;1;1;1;2;2;1;2;3;1;1;2;5;2;3;3;5;5;3;1;4;5;1;1;1;4;4;8;1;7;7;1;5;8;65;16;60;62;0;50;92;Medicina Veterinaria y Zootecnia
18;12;17;15;20;20;18;18;16;16;20;7.5;16;14;3;2;1;4;3;2;5;2;4;2;2;1;2;5;4;2;4;3;1;3;2;1;3;5;2;3;4;3;2;4;2;2;1;5;5;2;3;3;1;1;5;3;3;3;5;3;4;5;5;3;3;4;5;2;5;2;2;3;4;5;9;3;9;9;8;5;3;70;38;92;95;86;46;52;Administracion de Empresas
20;8;17;16;18;19;14;20;16;10;16;15;18;16;4;5;5;4;3;4;2;3;4;2;4;5;1;2;2;1;2;2;4;4;5;4;3;2;2;5;4;3;5;2;5;3;5;1;2;5;3;4;3;4;5;5;3;3;2;1;2;4;4;4;2;2;3;3;2;2;3;4;3;1;1;1;4;1;1;7;9;0;16;39;0;6;60;96;Administracion de Empresas
4;12;18;17;20;17;14;16;10;12.5;20;15;16;16;4;5;3;3;4;4;4;1;1;1;2;5;1;5;2;4;3;1;3;4;2;3;2;1;2;4;4;5;5;3;1;1;4;5;3;2;3;3;5;1;5;5;3;3;4;5;1;3;2;4;4;1;4;1;5;3;5;3;5;1;1;5;3;9;7;9;1;0;61;32;75;80;83;8;Ciencia Politica y Gobierno
